ParticipantID,Age,Experience,Programming Level,Familiarity with Camel & Kebab case,Task,Sentence,Selected Identifier,Correct identifier,IsCorrect,Time Taken
17,25,Yes,Advanced,Yes,19,read book,read-book,read-book,TRUE,1.669
17,25,Yes,Advanced,Yes,20,test function,testFunction,testFunction,TRUE,3.502
18,20,Yes,Beginner,Yes,1,run fast,run-fast,run-fast,TRUE,3.452
18,20,Yes,Beginner,Yes,2,write code,writeCode,writeCode,TRUE,3.697
18,20,Yes,Beginner,Yes,3,test function,test-function,test-function,TRUE,3.309
18,20,Yes,Beginner,Yes,4,jump high,jump-high,jump-high,TRUE,3.421
18,20,Yes,Beginner,Yes,5,open door,open-door,open-door,TRUE,2.564
18,20,Yes,Beginner,Yes,6,move south,move-south,move-south,TRUE,2.763
18,20,Yes,Beginner,Yes,7,close window,closeWindow,closeWindow,TRUE,3.595
18,20,Yes,Beginner,Yes,8,read book,readBook,readBook,TRUE,2.693
18,20,Yes,Beginner,Yes,9,open door,openDoor,openDoor,TRUE,2.451
18,20,Yes,Beginner,Yes,10,run fast,runFast,runFast,TRUE,2.723
18,20,Yes,Beginner,Yes,11,test function,testFunction,testFunction,TRUE,2.304
18,20,Yes,Beginner,Yes,12,debug issue,debug-issue,debug-issue,TRUE,2.644
18,20,Yes,Beginner,Yes,13,close window,close-window,close-window,TRUE,2.399
18,20,Yes,Beginner,Yes,14,write code,write-code,write-code,TRUE,2.882
18,20,Yes,Beginner,Yes,15,play game,playGame,playGame,TRUE,2.099
18,20,Yes,Beginner,Yes,16,debug issue,debugIssue,debugIssue,TRUE,3.143
18,20,Yes,Beginner,Yes,17,play game,play-game,play-game,TRUE,1.773
18,20,Yes,Beginner,Yes,18,move south,moveSouth,moveSouth,TRUE,2.716
18,20,Yes,Beginner,Yes,19,jump high,jumpHigh,jumpHigh,TRUE,2.297
18,20,Yes,Beginner,Yes,20,read book,read-book,read-book,TRUE,2.533
19,19,Yes,Beginner,No,1,debug issue,debug-issue,debug-issue,TRUE,12.189
19,19,Yes,Beginner,No,2,jump high,jump-high,jump-high,TRUE,3.776
19,19,Yes,Beginner,No,3,run fast,run-fast,run-fast,TRUE,2.986
19,19,Yes,Beginner,No,4,open door,open-door,open-door,TRUE,3.713
19,19,Yes,Beginner,No,5,play game,play-game,play-game,TRUE,2.793
19,19,Yes,Beginner,No,6,open door,openDoor,openDoor,TRUE,2.787
19,19,Yes,Beginner,No,7,debug issue,debugIssue,debugIssue,TRUE,4.411
19,19,Yes,Beginner,No,8,jump high,jumpHigh,jumpHigh,TRUE,2.158
19,19,Yes,Beginner,No,9,play game,playGame,playGame,TRUE,2.92
19,19,Yes,Beginner,No,10,move south,move-south,move-south,TRUE,2.684
19,19,Yes,Beginner,No,11,close window,closeWindow,closeWindow,TRUE,2.209
19,19,Yes,Beginner,No,12,move south,moveSouth,moveSouth,TRUE,1.673
19,19,Yes,Beginner,No,13,run fast,runFast,runFast,TRUE,2.582
19,19,Yes,Beginner,No,14,close window,close-window,close-window,TRUE,2.365
19,19,Yes,Beginner,No,15,read book,readBook,readBook,TRUE,2.33
19,19,Yes,Beginner,No,16,read book,read-book,read-book,TRUE,2.269
19,19,Yes,Beginner,No,17,write code,writeCode,writeCode,TRUE,3.459
19,19,Yes,Beginner,No,18,write code,write-code,write-code,TRUE,2.819
19,19,Yes,Beginner,No,19,test function,test-function,test-function,TRUE,5.098
19,19,Yes,Beginner,No,20,test function,tettFunction,testFunction,FALSE,3.699
20,20,Yes,Beginner,Yes,1,open door,openDoor,openDoor,TRUE,2.869
20,20,Yes,Beginner,Yes,2,test function,testFunction,testFunction,TRUE,3.542
20,20,Yes,Beginner,Yes,3,debug issue,debug-issue,debug-issue,TRUE,4.377
20,20,Yes,Beginner,Yes,4,run fast,run-fast,run-fast,TRUE,3.999
20,20,Yes,Beginner,Yes,5,open door,open-door,open-door,TRUE,3.798
20,20,Yes,Beginner,Yes,6,read book,read-book,read-book,TRUE,3.479
20,20,Yes,Beginner,Yes,7,read book,readBook,readBook,TRUE,2.845
20,20,Yes,Beginner,Yes,8,debug issue,debugIssue,debugIssue,TRUE,3.172
20,20,Yes,Beginner,Yes,9,close window,close-window,close-window,TRUE,4.22
20,20,Yes,Beginner,Yes,10,play game,play-game,play-game,TRUE,3.8
20,20,Yes,Beginner,Yes,11,play game,playGame,playGame,TRUE,2.397
20,20,Yes,Beginner,Yes,12,jump high,jump-high,jump-high,TRUE,3.086
20,20,Yes,Beginner,Yes,13,run fast,runFast,runFast,TRUE,3.136
20,20,Yes,Beginner,Yes,14,jump high,jumpHigh,jumpHigh,TRUE,3.02
20,20,Yes,Beginner,Yes,15,move south,move-south,move-south,TRUE,3.257
20,20,Yes,Beginner,Yes,16,close window,closeWindow,closeWindow,TRUE,3.39
20,20,Yes,Beginner,Yes,17,write code,write-code,write-code,TRUE,3.721
20,20,Yes,Beginner,Yes,18,move south,moveSouth,moveSouth,TRUE,3.339
20,20,Yes,Beginner,Yes,19,write code,writeCode,writeCode,TRUE,3.251
20,20,Yes,Beginner,Yes,20,test function,test-function,test-function,TRUE,6.056
